Date,Description,Amount (Negated),Amount,Category,Amount (Raw),Entered,Reconciled
2/7/2019,Withdraw/CASH/FUND,0,5000.00,Assets:Current Assets:Banks Local:BPI ATM House,5000.00,TRUE,TRUE
2/8/2019,Alessi Food Allowance,500.00,0,Expenses:Food:Groceries,-500.00,TRUE,TRUE
2/8/2019,Ara Food Allowance,500.00,0,Expenses:Household Staff:Ara:Allowance,-500.00,TRUE,TRUE
2/8/2019,Elmer,700.00,0,Expenses:Housing:Gardening,-700.00,TRUE,TRUE
2/8/2019,Marie Food Allowance,500.00,0,Expenses:Household Staff:Marie:Allowance,-500.00,TRUE,TRUE
2/8/2019,Sanlo Market,572.00,0,Expenses:Food:Groceries,-572.00,TRUE,TRUE
2/8/2019,Collect Neostrata Kindness,2600.00,0,Expenses:Personal Care,-2600.00,TRUE,TRUE
2/8/2019,Withdraw/CASH/FUND,0,2600.00,Assets:Current Assets:Banks Local:BPI ATM House,2600.00,TRUE,TRUE
2/9/2019,Shopwise Colgate,109.75,0,Expenses:Food:Groceries,-109.75,TRUE,TRUE
2/9/2019,Kale,600.00,0,Expenses:Food:Groceries,-600.00,TRUE,TRUE
2/9/2019,Mincos 4gal,570.00,0,Expenses:Utilities:Drinking Water,-570.00,TRUE,TRUE
2/12/2019,bagger,25.00,0,Expenses:Food:Groceries,-25.00,TRUE,TRUE
2/12/2019,Load Ara,50.00,0,Expenses:Household Staff:Ara:Load,-50.00,TRUE,TRUE
2/12/2019,Load Marie,50.00,0,Expenses:Household Staff:Marie:Load,-50.00,TRUE,TRUE
2/12/2019,Messy Bessy,480.00,0,Expenses:Food:Groceries,-480.00,TRUE,TRUE
2/12/2019,Jeep,20.00,0,Expenses:Transportation:Public,-20.00,TRUE,TRUE
2/13/2019,Barangay ID Marie,50.00,0,Expenses:Household Staff:Marie:Others,-50.00,TRUE,TRUE
2/13/2019,Jeep,10.00,0,Expenses:Transportation:Public,-10.00,TRUE,TRUE
2/13/2019,Mercury,250.00,0,Expenses:Health:Medicines,-250.00,TRUE,TRUE
2/13/2019,Japan Home,88.00,0,Expenses:Household Supplies,-88.00,TRUE,TRUE
2/14/2019,Buddys,1120.00,0,Expenses:Food:Groceries,-1120.00,TRUE,TRUE
2/14/2019,Marie Food,500.00,0,Expenses:Household Staff:Marie:Allowance,-500.00,TRUE,TRUE
2/14/2019,"marie Salary Less 1,000",4000.00,0,Split Transaction,-4000.00,TRUE,TRUE
2/14/2019,Withdraw/CASH/FUND,0,12400.00,Assets:Current Assets:Banks Local:BPI ATM House,12400.00,TRUE,TRUE
2/15/2019,Alessi Food,500.00,0,Expenses:Food:Groceries,-500.00,TRUE,TRUE
2/15/2019,Ara Food,500.00,0,Expenses:Household Staff:Ara:Allowance,-500.00,TRUE,TRUE
2/15/2019,Ara Salary,4000.00,0,Expenses:Household Staff:Ara:Basic,-4000.00,TRUE,TRUE
2/15/2019,Kale,300.00,0,Expenses:Food:Groceries,-300.00,TRUE,TRUE
2/15/2019,Sanlo Market,1252.00,0,Expenses:Food:Groceries,-1252.00,TRUE,TRUE
2/16/2019,Elmer Salary,700.00,0,Expenses:Housing:Gardening,-700.00,TRUE,TRUE
2/16/2019,Mincos,700.00,0,Expenses:Utilities:Drinking Water,-700.00,TRUE,TRUE
2/19/2019,TAXI,100.00,0,Expenses:Transportation:Public,-100.00,TRUE,TRUE
2/19/2019,Withdraw/CASH/FUND,0,500.00,Assets:Current Assets:Banks Local:BPI ATM House,500.00,TRUE,TRUE
2/19/2019,Ara and Alessi,500.00,0,Expenses:Household Staff:Ara:Allowance,-500.00,TRUE,TRUE
2/19/2019,Bagger,20.00,0,Expenses:Food:Groceries,-20.00,TRUE,TRUE
2/19/2019,Japan Home,261.00,0,Expenses:Household Supplies,-261.00,TRUE,TRUE
2/19/2019,Load Ara,50.00,0,Expenses:Household Staff:Ara:Load,-50.00,TRUE,TRUE
2/19/2019,Load Marie,50.00,0,Expenses:Household Staff:Marie:Load,-50.00,TRUE,TRUE
2/19/2019,Messy Bessy,480.00,0,Expenses:Food:Groceries,-480.00,TRUE,TRUE
2/20/2019,Kayser Bread,680.00,0,Expenses:Food:Groceries,-680.00,TRUE,TRUE
2/20/2019,Shopwise,31.50,0,Expenses:Food:Groceries,-31.50,TRUE,TRUE
2/20/2019,Withdraw/CASH/FUND,0,1000.00,Assets:Current Assets:Banks Local:BPI ATM House,1000.00,TRUE,TRUE
2/22/2019,Withdraw/CASH/FUND,0,6000.00,Assets:Current Assets:Banks Local:BPI ATM House,6000.00,TRUE,TRUE
2/22/2019,Alessi Food Allowance,500.00,0,Expenses:Food:Groceries,-500.00,TRUE,TRUE
2/22/2019,Ara Food Allowance,500.00,0,Expenses:Household Staff:Ara:Allowance,-500.00,TRUE,TRUE
2/22/2019,Elmer Salary,700.00,0,Expenses:Housing:Gardening,-700.00,TRUE,TRUE
2/22/2019,Kale,600.00,0,Expenses:Food:Groceries,-600.00,TRUE,TRUE
2/22/2019,Marie Food Allowance,500.00,0,Expenses:Household Staff:Marie:Allowance,-500.00,TRUE,TRUE
2/22/2019,Sanlo Market,1368.00,0,Expenses:Food:Groceries,-1368.00,TRUE,TRUE
2/23/2019,Mincos,460.00,0,Expenses:Utilities:Drinking Water,-460.00,TRUE,TRUE
2/23/2019,"Mr Quickie, repair shoes",50.00,0,Expenses:Household Supplies,-50.00,TRUE,TRUE
2/23/2019,Salcedo Market,560.00,0,Expenses:Food:Groceries,-560.00,TRUE,TRUE
2/26/2019,Shopee Delivery,205.00,0,Expenses:Household Supplies,-205.00,TRUE,TRUE
2/26/2019,Withdraw/CASH/FUND,0,1500.00,Assets:Current Assets:Banks Local:BPI ATM House,1500.00,TRUE,TRUE
2/26/2019,ABLU304 Enterprises,489.00,0,Expenses:Household Supplies,-489.00,TRUE,TRUE
2/26/2019,bagger,20.00,0,Expenses:Food:Groceries,-20.00,TRUE,TRUE
2/26/2019,Load Ara,50.00,0,Expenses:Household Staff:Ara:Load,-50.00,TRUE,TRUE
2/26/2019,Load Marie,50.00,0,Expenses:Household Staff:Marie:Load,-50.00,TRUE,TRUE
2/26/2019,TAXI,100.00,0,Expenses:Transportation:Public,-100.00,TRUE,TRUE
2/26/2019,Ara Salary,4000.00,0,Expenses:Household Staff:Ara:Basic,-4000.00,TRUE,TRUE
2/26/2019,Food Allowance,500.00,0,Expenses:Household Staff:Ara:Allowance,-500.00,TRUE,TRUE
2/26/2019,Holiday Feb 25,650.00,0,Expenses:Household Staff:Ara:OT,-650.00,TRUE,TRUE
2/26/2019,Ritual Lemon Grass,1180.00,0,Expenses:Food:Groceries,-1180.00,TRUE,TRUE
2/26/2019,Withdraw/CASH/FUND,0,18500.00,Assets:Current Assets:Banks Local:BPI ATM House,18500.00,TRUE,TRUE
2/26/2019,Balance Marie,0.25,0,Expenses:Miscellaneous:Adjustment,-0.25,TRUE,TRUE
2/26/2019,Food Allowance,500.00,0,Expenses:Household Staff:Marie:Allowance,-500.00,TRUE,TRUE
2/26/2019,Holiday Pay Feb 25,650.00,0,Expenses:Household Staff:Marie:OT,-650.00,TRUE,TRUE
2/26/2019,"marie Salary Less 1,000",4000.00,0,Split Transaction,-4000.00,TRUE,TRUE
3/1/2019,Alessi Food Allowance,500.00,0,Expenses:Food:Groceries,-500.00,TRUE,TRUE
3/1/2019,Sanlo Market,1200.00,0,Expenses:Food:Groceries,-1200.00,TRUE,TRUE
3/1/2019,Elmer,700.00,0,Expenses:Housing:Gardening,-700.00,TRUE,TRUE
3/1/2019,Ian electrician,400.00,0,Expenses:Housing:Repairs,-400.00,TRUE,TRUE
3/1/2019,Kale,300.00,0,Expenses:Food:Groceries,-300.00,TRUE,TRUE
3/1/2019,School Needs,1000.00,0,Expenses:Childcare:School Supplies,-1000.00,TRUE,TRUE
3/1/2019,Sharp Knife,100.00,0,Expenses:Professional Fees,-100.00,TRUE,TRUE
3/1/2019,Withdraw,0,1000.00,Assets:Current Assets:Banks Local:BPI ATM House,1000.00,TRUE,TRUE
3/2/2019,BDO Deposit nuts,1680.00,0,Expenses:Food:Groceries,-1680.00,TRUE,TRUE
3/2/2019,Funding,0,98.50,Assets:Current Assets:Cash Local:Cash in Wallet (BE),98.50,TRUE,TRUE
3/2/2019,Mincos 5gal,700.00,0,Expenses:Utilities:Drinking Water,-700.00,TRUE,TRUE
3/2/2019,Withdraw,0,4000.00,Assets:Current Assets:Banks Local:BPI ATM House,4000.00,TRUE,TRUE
3/4/2019,Rolly Salary,2000.00,0,Expenses:Housing:Pool Services,-2000.00,TRUE,TRUE
3/4/2019,Vi Cleaning Aircon,3800.00,0,Expenses:Housing:Repairs,-3800.00,TRUE,TRUE
3/5/2019,Load Ara,50.00,0,Expenses:Household Staff:Ara:Load,-50.00,TRUE,TRUE
3/5/2019,Load Marie,50.00,0,Expenses:Household Staff:Marie:Load,-50.00,TRUE,TRUE
3/5/2019,Messy Bessy,480.00,0,Expenses:Food:Groceries,-480.00,TRUE,TRUE
3/5/2019,Withdraw,0,500.00,Assets:Current Assets:Banks Local:BPI ATM House,500.00,TRUE,TRUE
3/5/2019,bagger,20.00,0,Expenses:Food:Groceries,-20.00,TRUE,TRUE
3/5/2019,TAXI,100.00,0,Expenses:Transportation:Public,-100.00,TRUE,TRUE
3/7/2019,Ara (Pay Jan-May),4550.00,0,Expenses:Household Staff:Ara:Benefits,-4550.00,TRUE,TRUE
3/7/2019,Marie Pag-ibig Pay,1000.00,0,Expenses:Household Staff:Marie:Benefits,-1000.00,TRUE,TRUE
3/7/2019,Withdraw,0,12000.00,Assets:Current Assets:Banks Local:BPI ATM House,12000.00,TRUE,TRUE
3/7/2019,Food Allowance Marie,500.00,0,Expenses:Household Staff:Marie:Allowance,-500.00,TRUE,TRUE
3/8/2019,Alessi Food Allowance,500.00,0,Expenses:Food:Groceries,-500.00,TRUE,TRUE
3/8/2019,Ara Food Allowance,500.00,0,Expenses:Household Staff:Ara:Allowance,-500.00,TRUE,TRUE
3/8/2019,Sanlo Market,1495.00,0,Expenses:Food:Groceries,-1495.00,TRUE,TRUE
3/8/2019,Santis,1009.60,0,Expenses:Food:Groceries,-1009.60,TRUE,TRUE
3/8/2019,Elmer Salary,700.00,0,Expenses:Housing:Gardening,-700.00,TRUE,TRUE
3/8/2019,Kale,300.00,0,Expenses:Food:Groceries,-300.00,TRUE,TRUE
3/9/2019,Mincos 9gal,570.00,0,Expenses:Utilities:Drinking Water,-570.00,TRUE,TRUE
3/9/2019,Rustan's Kale,180.00,0,Expenses:Food:Groceries,-180.00,TRUE,TRUE
3/9/2019,Withdraw,0,700.00,Assets:Current Assets:Banks Local:BPI ATM House,700.00,TRUE,TRUE
3/9/2019,Gift Moon Briony Ara International,350.00,0,Expenses:Household Staff:Ara:Bonus,-350.00,TRUE,TRUE
3/9/2019,Gift Moon Briony Marie International woman,350.00,0,Expenses:Household Staff:Marie:Bonus,-350.00,TRUE,TRUE
3/11/2019,Lalamove Pickup Charge,84.00,0,Expenses:Professional Fees,-84.00,TRUE,TRUE
3/11/2019,Load Ara,50.00,0,Expenses:Household Staff:Ara:Load,-50.00,TRUE,TRUE
3/12/2019,Load Marie,50.00,0,Expenses:Household Staff:Marie:Load,-50.00,TRUE,TRUE
3/12/2019,Messy Bessy,480.00,0,Expenses:Food:Groceries,-480.00,TRUE,TRUE
3/12/2019,Mr. Quickie,380.00,0,Expenses:Household Supplies,-380.00,TRUE,TRUE
3/12/2019,TAXI,100.00,0,Expenses:Transportation:Public,-100.00,TRUE,TRUE
3/12/2019,Withdraw,0,1000.00,Assets:Current Assets:Banks Local:BPI ATM House,1000.00,TRUE,TRUE
3/12/2019,bagger,20.00,0,Expenses:Food:Groceries,-20.00,TRUE,TRUE
3/14/2019,Withdraw,0,13000.00,Assets:Current Assets:Banks Local:BPI ATM House,13000.00,TRUE,TRUE
3/15/2019,Elmer Salary,700.00,0,Expenses:Housing:Gardening,-700.00,TRUE,TRUE
3/15/2019,"marie Salary Less 1,000",4000.00,0,Split Transaction,-4000.00,TRUE,TRUE
3/15/2019,Ara Food Allowance,500.00,0,Expenses:Household Staff:Ara:Allowance,-500.00,TRUE,TRUE
3/15/2019,Ara Salary,4000.00,0,Expenses:Household Staff:Ara:Basic,-4000.00,TRUE,TRUE
3/15/2019,Alessi Food Allowance,500.00,0,Expenses:Food:Groceries,-500.00,TRUE,TRUE
3/15/2019,Balance Marie,0,1.00,Expenses:Miscellaneous:Adjustment,1.00,TRUE,TRUE
3/15/2019,Marie Food Allowance,500.00,0,Expenses:Household Staff:Marie:Allowance,-500.00,TRUE,TRUE
3/15/2019,Salcedo market,796.00,0,Expenses:Food:Groceries,-796.00,TRUE,TRUE
3/16/2019,Salcedo market,845.00,0,Expenses:Food:Groceries,-845.00,TRUE,TRUE
3/16/2019,Water,700.00,0,Expenses:Utilities:Drinking Water,-700.00,TRUE,TRUE
3/19/2019,Messy Bessy,480.00,0,Expenses:Food:Groceries,-480.00,TRUE,TRUE
3/19/2019,Wilcon,620.34,0,Expenses:Household Supplies,-620.34,TRUE,TRUE
3/19/2019,Wilcon Depot,39.75,0,Expenses:Household Supplies,-39.75,TRUE,TRUE
3/19/2019,Wilcon Depot,392.00,0,Expenses:Household Supplies,-392.00,TRUE,TRUE
3/19/2019,bagger,20.00,0,Expenses:Food:Groceries,-20.00,TRUE,TRUE
3/19/2019,Load Ara,50.00,0,Expenses:Household Staff:Ara:Load,-50.00,TRUE,TRUE
3/19/2019,Shopwise,154.96,0,Expenses:Food:Groceries,-154.96,TRUE,TRUE
3/19/2019,TAXI,100.00,0,Expenses:Transportation:Public,-100.00,TRUE,TRUE
3/19/2019,Withdraw,0,2000.00,Assets:Current Assets:Banks Local:BPI ATM House,2000.00,TRUE,TRUE
3/19/2019,Balance Marie,620.00,0,Expenses:Miscellaneous:Adjustment,-620.00,TRUE,TRUE
3/19/2019,Load marie,50.00,0,Expenses:Household Staff:Marie:Load,-50.00,TRUE,TRUE
3/22/2019,Electrician,500.00,0,Expenses:Housing:Repairs,-500.00,TRUE,TRUE
3/22/2019,Elmer Salary,700.00,0,Expenses:Housing:Gardening,-700.00,TRUE,TRUE
3/22/2019,Sanlo Market,1000.00,0,Expenses:Food:Groceries,-1000.00,TRUE,TRUE
3/22/2019,Wilcon Depot,475.00,0,Expenses:Household Supplies,-475.00,TRUE,TRUE
3/22/2019,Withdraw,0,4800.00,Assets:Current Assets:Banks Local:BPI ATM House,4800.00,TRUE,TRUE
3/22/2019,Alessi Food,500.00,0,Expenses:Food:Groceries,-500.00,TRUE,TRUE
3/22/2019,Ara Food,500.00,0,Expenses:Household Staff:Ara:Allowance,-500.00,TRUE,TRUE
3/22/2019,Cake Sonny,1500.00,0,Expenses:Food:Groceries,-1500.00,TRUE,TRUE
3/22/2019,Marie Food,500.00,0,Expenses:Household Staff:Marie:Allowance,-500.00,TRUE,TRUE
3/23/2019,Withdraw,0,3000.00,Assets:Current Assets:Banks Local:BPI ATM House,3000.00,TRUE,TRUE
3/23/2019,Ara Doctor,1200.00,0,Expenses:Household Staff:Ara:Medical,-1200.00,TRUE,TRUE
3/23/2019,Withdraw,0,3000.00,Assets:Current Assets:Banks Local:BPI ATM House,3000.00,TRUE,TRUE
3/23/2019,Adela Pay,500.00,0,Expenses:Household Staff:Others,-500.00,TRUE,TRUE
3/23/2019,Balloon,920.00,0,Expenses:Food:Groceries,-920.00,TRUE,TRUE
3/23/2019,Blesce Pay,500.00,0,Expenses:Household Staff:Others,-500.00,TRUE,TRUE
3/23/2019,Krispy Kreme,385.00,0,Expenses:Food:Groceries,-385.00,TRUE,TRUE
3/23/2019,MiniStop ice,76.00,0,Expenses:Food:Groceries,-76.00,TRUE,TRUE
3/23/2019,delivery Penyata,212.00,0,Expenses:Professional Fees,-212.00,TRUE,TRUE
3/23/2019,Gift,1000.00,0,Expenses:Gifts,-1000.00,TRUE,TRUE
3/23/2019,Gift,1000.00,0,Expenses:Gifts,-1000.00,TRUE,TRUE
3/23/2019,Water,700.00,0,Expenses:Utilities:Drinking Water,-700.00,TRUE,TRUE
3/23/2019,Withdraw,0,2000.00,Assets:Current Assets:Banks Local:BPI ATM House,2000.00,TRUE,TRUE
3/25/2019,funding Kale (kale pay),0,300.00,Assets:Current Assets:Cash Local:Cash in Wallet (BE),300.00,TRUE,TRUE
3/26/2019,Load Ara,50.00,0,Expenses:Household Staff:Ara:Load,-50.00,TRUE,TRUE
3/26/2019,Load Marrie,50.00,0,Expenses:Utilities:Mobile,-50.00,TRUE,TRUE
3/26/2019,Messy Bessy,480.00,0,Expenses:Food:Groceries,-480.00,TRUE,TRUE
3/26/2019,Mr. Quickie,280.00,0,Expenses:Household Supplies,-280.00,TRUE,TRUE
3/26/2019,bagger,20.00,0,Expenses:Food:Groceries,-20.00,TRUE,TRUE
3/26/2019,Balance Marie,0.85,0,Expenses:Miscellaneous:Adjustment,-0.85,TRUE,TRUE
3/26/2019,TAXI,100.00,0,Expenses:Transportation:Public,-100.00,TRUE,TRUE
3/27/2019,Lalamove,84.00,0,Expenses:Professional Fees,-84.00,TRUE,TRUE
