Date,Description,Amount (Negated),Amount,Category
8/2/2024,cabbage,185.00,,Expenses:Food:Groceries
8/2/2024,kangkong,120.00,,Expenses:Food:Groceries
8/2/2024,talbos,100.00,,Expenses:Food:Groceries
8/2/2024,lemon,150.00,,Expenses:Food:Groceries
8/2/2024,saba,290.00,,Expenses:Food:Groceries
8/2/2024,labanos,120.00,,Expenses:Food:Groceries
8/2/2024,pechay,60.00,,Expenses:Food:Groceries
8/2/2024,leeks,57.00,,Expenses:Food:Groceries
8/2/2024,calamansi,50.00,,Expenses:Food:Groceries
8/2/2024,kalabasa,90.00,,Expenses:Food:Groceries
8/2/2024,spring onion,120.00,,Expenses:Food:Groceries
8/2/2024,salted egg,60.00,,Expenses:Food:Groceries
8/2/2024,talakitok,850.00,,Expenses:Food:Groceries
8/2/2024,pampano,640.00,,Expenses:Food:Groceries
8/2/2024,tilapia,420.00,,Expenses:Food:Groceries
8/2/2024,salmon,980.00,,Expenses:Food:Groceries
8/2/2024,santis rider,250.00,,Expenses:Professional Fees
8/2/2024,milk,828.00,,Expenses:Food:Groceries
8/2/2024,ginger beer,98.00,,Expenses:Food:Groceries
8/2/2024,asparagus,288.00,,Expenses:Food:Groceries
8/2/2024,pork neck,764.00,,Expenses:Food:Groceries
8/2/2024,kalamata,270.00,,Expenses:Food:Groceries
8/2/2024,cheesedog,236.00,,Expenses:Food:Groceries
8/2/2024,feta cheese,238.00,,Expenses:Food:Groceries
8/2/2024,manchego,580.00,,Expenses:Food:Groceries
8/2/2024,cambazola,579.00,,Expenses:Food:Groceries
8/2/2024,farmers ham,233.00,,Expenses:Food:Groceries
8/3/2024,elmer,1000.00,,Expenses:Professional Fees
8/3/2024,mam B,100.00,,Expenses:Transportation:Parking
8/3/2024,ara food allowance,1000.00,,Liabilities:Other:Ara Loan:Allowance
8/3/2024,michelle food allowance,1000.00,,Liabilities:Other:Michelle Loan:Allowance
8/3/2024,ARC,780.00,,Expenses:Utilities:Drinking Water
8/7/2024,sponge robinson,260.00,,Expenses:Household Supplies
8/8/2024,withdraw,,20000.00,Assets:Current Assets:Banks Local:BPI ATM House
8/8/2024,cashew nuts,580.00,,Expenses:Food:Groceries
8/8/2024,raisins,390.00,,Expenses:Food:Groceries
8/8/2024,nuts del fee,200.00,,Expenses:Professional Fees
8/8/2024,rider,250.00,,Expenses:Professional Fees
8/8/2024,milk,828.00,,Expenses:Food:Groceries
8/8/2024,yogurt,456.00,,Expenses:Food:Groceries
8/8/2024,porkloin,1038.00,,Expenses:Food:Groceries
8/8/2024,hotdog,234.00,,Expenses:Food:Groceries
8/8/2024,truffle,323.00,,Expenses:Food:Groceries
8/8/2024,farmers ham,431.00,,Expenses:Food:Groceries
8/9/2024,alessi national book store,784.00,,Expenses:Household Supplies
8/9/2024,alessi Go Bag kit Robinson,920.00,,Expenses:Food:Groceries
8/9/2024,flower,550.00,,Expenses:Food:Groceries
8/9/2024,romaine,620.00,,Expenses:Food:Groceries
8/9/2024,grapes,230.00,,Expenses:Food:Groceries
8/9/2024,pinya,195.00,,Expenses:Food:Groceries
8/9/2024,basil,130.00,,Expenses:Food:Groceries
8/9/2024,mint,75.00,,Expenses:Food:Groceries
8/9/2024,corriander,230.00,,Expenses:Food:Groceries
8/9/2024,potato,380.00,,Expenses:Food:Groceries
8/9/2024,cucumber,320.00,,Expenses:Food:Groceries
8/9/2024,carrots,230.00,,Expenses:Food:Groceries
8/9/2024,white onion,160.00,,Expenses:Food:Groceries
8/9/2024,egg,250.00,,Expenses:Food:Groceries
8/9/2024,celery,145.00,,Expenses:Food:Groceries
8/9/2024,tomato,280.00,,Expenses:Food:Groceries
8/9/2024,luya,150.00,,Expenses:Food:Groceries
8/9/2024,saba,190.00,,Expenses:Food:Groceries
8/9/2024,upo,140.00,,Expenses:Food:Groceries
8/9/2024,ponkan,120.00,,Expenses:Food:Groceries
8/9/2024,pomelo,210.00,,Expenses:Food:Groceries
8/9/2024,lemon,100.00,,Expenses:Food:Groceries
8/9/2024,dragon fruit,190.00,,Expenses:Food:Groceries
8/9/2024,sitaw,130.00,,Expenses:Food:Groceries
8/9/2024,bell pepper,180.00,,Expenses:Food:Groceries
8/9/2024,apple,150.00,,Expenses:Food:Groceries
8/9/2024,red onion,150.00,,Expenses:Food:Groceries
8/9/2024,french beans,120.00,,Expenses:Food:Groceries
8/9/2024,shitake mushroom,180.00,,Expenses:Food:Groceries
8/9/2024,garlic,120.00,,Expenses:Food:Groceries
8/9/2024,asparagus,350.00,,Expenses:Food:Groceries
8/9/2024,banana,170.00,,Expenses:Food:Groceries
8/9/2024,king prawn,1450.00,,Expenses:Food:Groceries
8/9/2024,talakitok,720.00,,Expenses:Food:Groceries
8/9/2024,pampano,610.00,,Expenses:Food:Groceries
8/9/2024,maya maya,920.00,,Expenses:Food:Groceries
8/9/2024,elmer,1000.00,,Expenses:Professional Fees
8/9/2024,ara food allowance,1000.00,,Liabilities:Other:Ara Loan:Allowance
8/9/2024,michelle food allowance,1000.00,,Liabilities:Other:Michelle Loan:Allowance
8/9/2024,withdraw,,5000.00,Assets:Current Assets:Banks Local:BPI ATM House
8/10/2024,alessi Healthy option,1242.00,,Expenses:Health:Alternative
8/10/2024,Bega cheese,1840.00,,Expenses:Food:Groceries
8/10/2024,Summit water,1215.00,,Expenses:Utilities:Drinking Water
8/13/2024,withdraw,,7000.00,Assets:Current Assets:Banks Local:BPI ATM House
8/13/2024,EPS Healthy Options,,2655.00,Assets:Current Assets:Banks Local:BPI ATM House
8/13/2024,EPS Healthy Options,2655.00,,Assets:Current Assets:Banks Local:BPI ATM House
8/13/2024,EPS Mercury Drug,,4785.00,Expenses:Health:Medicines
8/13/2024,EPS Mercury Drug,4785.00,,Expenses:Health:Medicines
8/13/2024,EPS Mercury Drug,,2146.00,Expenses:Health:Medicines
8/13/2024,EPS Mercury Drug,2146.00,,Expenses:Health:Medicines
8/14/2024,mam B,60.00,,Expenses:Transportation:Parking
8/15/2024,rider,250.00,,Expenses:Professional Fees
8/15/2024,ground pork,875.00,,Expenses:Food:Groceries
8/15/2024,kettle shopee,170.00,,Expenses:Food:Groceries
8/15/2024,hand soap ritual,1000.00,,Expenses:Food:Groceries
8/16/2024,withdraw,,20000.00,Assets:Current Assets:Banks Local:BPI ATM House
8/16/2024,rider tip S&R,100.00,,Expenses:Professional Fees
8/16/2024,knorr tamarin,130.00,,Expenses:Food:Groceries
8/16/2024,rider,250.00,,Expenses:Professional Fees
8/16/2024,pork neck,802.00,,Expenses:Food:Groceries
8/16/2024,pork chop,1038.00,,Expenses:Food:Groceries
8/16/2024,milk,552.00,,Expenses:Food:Groceries
8/16/2024,taxi,200.00,,Expenses:Transportation:Public
8/16/2024,pots,500.00,,Expenses:Household Supplies
8/16/2024,soil,1200.00,,Expenses:Household Supplies
8/16/2024,thyme herbs,140.00,,Expenses:Food:Groceries
8/16/2024,oregano herbs,180.00,,Expenses:Food:Groceries
8/16/2024,fertilizer,780.00,,Expenses:Food:Groceries
8/16/2024,elmer,1000.00,,Expenses:Professional Fees
8/16/2024,flower,550.00,,Expenses:Food:Groceries
8/16/2024,eggs,200.00,,Expenses:Food:Groceries
8/16/2024,pomelo,210.00,,Expenses:Food:Groceries
8/16/2024,apple,100.00,,Expenses:Food:Groceries
8/16/2024,orange,120.00,,Expenses:Food:Groceries
8/16/2024,potato,280.00,,Expenses:Food:Groceries
8/16/2024,tomato,150.00,,Expenses:Food:Groceries
8/16/2024,cucumber,280.00,,Expenses:Food:Groceries
8/16/2024,celery,185.00,,Expenses:Food:Groceries
8/16/2024,romaine,610.00,,Expenses:Food:Groceries
8/16/2024,wansoy,210.00,,Expenses:Food:Groceries
8/16/2024,banana,170.00,,Expenses:Food:Groceries
8/16/2024,lemon,100.00,,Expenses:Food:Groceries
8/16/2024,kangkong,100.00,,Expenses:Food:Groceries
8/16/2024,labanos,110.00,,Expenses:Food:Groceries
8/16/2024,bell pepper,140.00,,Expenses:Food:Groceries
8/16/2024,white onion,160.00,,Expenses:Food:Groceries
8/16/2024,red onion,180.00,,Expenses:Food:Groceries
8/16/2024,tilapia,480.00,,Expenses:Food:Groceries
8/16/2024,pampano,630.00,,Expenses:Food:Groceries
8/16/2024,prawn king,1510.00,,Expenses:Food:Groceries
8/16/2024,talakitok,895.00,,Expenses:Food:Groceries
8/16/2024,tennis,3000.00,,Expenses:Health:Sports
8/16/2024,ara food allowance,1000.00,,Liabilities:Other:Ara Loan:Allowance
8/16/2024,michelle food allowance,1000.00,,Liabilities:Other:Michelle Loan:Allowance
8/17/2024,bega cheese,1840.00,,Expenses:Food:Groceries
8/17/2024,nuts,1280.00,,Expenses:Food:Groceries
8/17/2024,nuts del fee,250.00,,Expenses:Professional Fees
8/17/2024,honey & del fee,1490.00,,Expenses:Professional Fees
8/17/2024,baking flour,410.00,,Expenses:Food:Groceries
8/17/2024,almond flour,534.00,,Expenses:Food:Groceries
8/17/2024,coconut flour,370.00,,Expenses:Food:Groceries
8/17/2024,buckwheat flour,525.00,,Expenses:Food:Groceries
8/17/2024,gluten flour,572.00,,Expenses:Food:Groceries
8/17/2024,withdraw,,10000.00,Assets:Current Assets:Banks Local:BPI ATM House
8/17/2024,ARC,600.00,,Expenses:Utilities:Drinking Water
8/17/2024,soda stream,1120.00,,Expenses:Professional Fees
8/17/2024,del fee,280.00,,Expenses:Professional Fees
8/17/2024,Summit water,1180.00,,Expenses:Utilities:Drinking Water
8/19/2024,alessi tennis,125.00,,Expenses:Childcare:Extracurricular Activities
8/19/2024,tennis,3000.00,,Expenses:Health:Sports
8/20/2024,sir Gio Gym,500.00,,Expenses:Health:Sports
8/20/2024,Gym trainer,500.00,,Expenses:Health:Sports
8/22/2024,gasul,1050.00,,Expenses:Food:Groceries
8/22/2024,dusting brush,96.00,,Expenses:Food:Groceries
8/22/2024,strainer lazada,340.00,,Expenses:Household Supplies
8/22/2024,strainer lazada,254.00,,Expenses:Household Supplies
8/22/2024,multipurpose brush,90.00,,Expenses:Household Supplies
8/23/2024,withdraw,,20000.00,Assets:Current Assets:Banks Local:BPI ATM House
8/23/2024,milk,828.00,,Expenses:Food:Groceries
8/23/2024,rider,250.00,,Expenses:Professional Fees
8/23/2024,ground beef,705.00,,Expenses:Food:Groceries
8/23/2024,pork neck,829.00,,Expenses:Food:Groceries
8/23/2024,farmers ham,219.00,,Expenses:Food:Groceries
8/23/2024,manchego,407.00,,Expenses:Food:Groceries
8/23/2024,half day ara,325.00,,Expenses:Household Staff:Ara:OT
8/23/2024,half day michelle,325.00,,Expenses:Household Staff:Michelle:OT
8/23/2024,flower,550.00,,Expenses:Food:Groceries
8/23/2024,banana,210.00,,Expenses:Food:Groceries
8/23/2024,cherry tomato,165.00,,Expenses:Food:Groceries
8/23/2024,potato,380.00,,Expenses:Food:Groceries
8/23/2024,mint,100.00,,Expenses:Food:Groceries
8/23/2024,basil,100.00,,Expenses:Food:Groceries
8/23/2024,wansoy,230.00,,Expenses:Food:Groceries
8/23/2024,broccoli,385.00,,Expenses:Food:Groceries
8/23/2024,cauliflower,360.00,,Expenses:Food:Groceries
8/23/2024,white onion,230.00,,Expenses:Food:Groceries
8/23/2024,apple,150.00,,Expenses:Food:Groceries
8/23/2024,snow peas,80.00,,Expenses:Food:Groceries
8/23/2024,french beans,180.00,,Expenses:Food:Groceries
8/23/2024,cucumber,360.00,,Expenses:Food:Groceries
8/23/2024,celery,195.00,,Expenses:Food:Groceries
8/23/2024,romaine,650.00,,Expenses:Food:Groceries
8/23/2024,egg,250.00,,Expenses:Food:Groceries
8/23/2024,strawberry,330.00,,Expenses:Food:Groceries
8/23/2024,blueberry,450.00,,Expenses:Food:Groceries
8/23/2024,saba,200.00,,Expenses:Food:Groceries
8/23/2024,japanese cucumber,160.00,,Expenses:Food:Groceries
8/23/2024,carrots,210.00,,Expenses:Food:Groceries
8/23/2024,tanglad,50.00,,Expenses:Food:Groceries
8/23/2024,tomato,190.00,,Expenses:Food:Groceries
8/23/2024,bell pepper,290.00,,Expenses:Food:Groceries
8/23/2024,lemon,100.00,,Expenses:Food:Groceries
8/23/2024,spinach,230.00,,Expenses:Food:Groceries
8/23/2024,garlic,170.00,,Expenses:Food:Groceries
8/23/2024,red onion,200.00,,Expenses:Food:Groceries
8/23/2024,betroot,240.00,,Expenses:Food:Groceries
8/23/2024,zucchini,210.00,,Expenses:Food:Groceries
8/23/2024,cabbage,160.00,,Expenses:Food:Groceries
8/23/2024,grapes,210.00,,Expenses:Food:Groceries
8/23/2024,mais,150.00,,Expenses:Food:Groceries
8/23/2024,prawn,1650.00,,Expenses:Food:Groceries
8/23/2024,salmon,850.00,,Expenses:Food:Groceries
8/23/2024,tilapia,490.00,,Expenses:Food:Groceries
8/23/2024,maya maya,780.00,,Expenses:Food:Groceries
8/23/2024,pampano,690.00,,Expenses:Food:Groceries
8/23/2024,ara food allowance,1000.00,,Liabilities:Other:Ara Loan:Allowance
8/23/2024,michelle food allowance,1000.00,,Liabilities:Other:Michelle Loan:Allowance
8/23/2024,elmer,1000.00,,Expenses:Professional Fees
8/24/2024,withdraw,,6000.00,Assets:Current Assets:Banks Local:BPI ATM House
8/24/2024,massi gift,1000.00,,Expenses:Gifts
8/24/2024,aki's gift,1000.00,,Expenses:Gifts
8/24/2024,bega cheese,1840.00,,Expenses:Food:Groceries
8/24/2024,butter,880.00,,Expenses:Food:Groceries
8/26/2024,grab mart saussage,800.00,,Expenses:Food:Groceries
8/27/2024,andy maluche,1100.00,,Expenses:Food:Groceries
8/29/2024,withdraw,,10000.00,Assets:Current Assets:Banks Local:BPI ATM House
8/29/2024,angkas michelle,200.00,,Expenses:Transportation:Public
8/29/2024,michelle vitamins,3900.00,,Expenses:Household Staff:Michelle:Others
8/29/2024,consultation fee michelle,2000.00,,Expenses:Household Staff:Michelle:Others
8/29/2024,calamansi,1400.00,,Expenses:Food:Groceries
8/30/2024,ara holiday,650.00,,Expenses:Household Staff:Ara:OT
8/30/2024,michelle holiday,650.00,,Expenses:Household Staff:Michelle:OT
8/30/2024,withdraw,,15000.00,Assets:Current Assets:Banks Local:BPI ATM House
8/30/2024,rider,250.00,,Expenses:Professional Fees
8/30/2024,farmers ham,212.00,,Expenses:Food:Groceries
8/30/2024,ground beef,645.00,,Expenses:Food:Groceries
8/30/2024,gouda cheese,124.00,,Expenses:Food:Groceries
8/30/2024,striploin,2270.00,,Expenses:Food:Groceries
8/30/2024,milk,828.00,,Expenses:Food:Groceries
8/30/2024,asparagus,310.00,,Expenses:Food:Groceries
8/30/2024,envelope,190.00,,Expenses:Food:Groceries
8/30/2024,taxi,100.00,,Expenses:Transportation:Public
8/30/2024,elmer,1000.00,,Expenses:Professional Fees
8/30/2024,flowers,550.00,,Expenses:Food:Groceries
8/30/2024,romaine,680.00,,Expenses:Food:Groceries
8/30/2024,celery,190.00,,Expenses:Food:Groceries
8/30/2024,pipino,380.00,,Expenses:Food:Groceries
8/30/2024,potato,380.00,,Expenses:Food:Groceries
8/30/2024,banana,190.00,,Expenses:Food:Groceries
8/30/2024,apple,150.00,,Expenses:Food:Groceries
8/30/2024,wansoy,210.00,,Expenses:Food:Groceries
8/30/2024,pomelo,210.00,,Expenses:Food:Groceries
8/30/2024,dragon fruit,200.00,,Expenses:Food:Groceries
8/30/2024,kalabasa,130.00,,Expenses:Food:Groceries
8/30/2024,carrots,210.00,,Expenses:Food:Groceries
8/30/2024,tomato,150.00,,Expenses:Food:Groceries
8/30/2024,egg,280.00,,Expenses:Food:Groceries
8/30/2024,spring onion,45.00,,Expenses:Food:Groceries
8/30/2024,broccoli,330.00,,Expenses:Food:Groceries
8/30/2024,lemon,100.00,,Expenses:Food:Groceries
8/30/2024,basil,100.00,,Expenses:Food:Groceries
8/30/2024,mint,100.00,,Expenses:Food:Groceries
8/30/2024,tanglad,50.00,,Expenses:Food:Groceries
8/30/2024,betroot,180.00,,Expenses:Food:Groceries
8/30/2024,cherry tomato,160.00,,Expenses:Food:Groceries
8/30/2024,spinach,200.00,,Expenses:Food:Groceries
8/30/2024,saba,190.00,,Expenses:Food:Groceries
8/30/2024,corn,150.00,,Expenses:Food:Groceries
8/30/2024,orange,150.00,,Expenses:Food:Groceries
8/30/2024,kiwi,50.00,,Expenses:Food:Groceries
8/30/2024,pinya,190.00,,Expenses:Food:Groceries
8/30/2024,grapes,230.00,,Expenses:Food:Groceries
8/30/2024,alugbati,50.00,,Expenses:Food:Groceries
8/30/2024,red onion,200.00,,Expenses:Food:Groceries
8/30/2024,luya,100.00,,Expenses:Food:Groceries
8/30/2024,pomelo,210.00,,Expenses:Food:Groceries
8/30/2024,tilapia,510.00,,Expenses:Food:Groceries
8/30/2024,lumahan,630.00,,Expenses:Food:Groceries
8/30/2024,prawn,1650.00,,Expenses:Food:Groceries
8/30/2024,talakitok,780.00,,Expenses:Food:Groceries
8/31/2024,withdraw,,6500.00,Assets:Current Assets:Banks Local:BPI ATM House
8/31/2024,knife sharpening,850.00,,Expenses:Professional Fees
8/31/2024,ARC,720.00,,Expenses:Utilities:Drinking Water
8/31/2024,ara food allowance,1000.00,,Liabilities:Other:Ara Loan:Allowance
8/31/2024,michelle food allowance,1000.00,,Liabilities:Other:Michelle Loan:Allowance
8/31/2024,Adjustment,500.00,,Expenses:Miscellaneous:Adjustment
