DATE,DESCRIPTION,DEBIT,CREDIT,transaction_source,predicted_category,confidence
2025-08-05,"HOTEL KINGSTON, GRIFFITH, AU (AUD 44.99)",1747.18,0.0,credit_card,Expenses:Travel:Others,0.3120282956786926
2025-08-05,"AMAYRA TRADING PTY L, KINGSTON, AU (AUD 6.05)",234.95,0.0,credit_card,Expenses:Clothes,0.3275916082706662
2025-08-05,"ZLR*BICORRE, Eagle Farm, AU (AUD 31.60)",1227.19,0.0,credit_card,Expenses:Clothes,0.2284026355238637
2025-08-04,BPI BILLS PAYMENT -EONLINE & EMOBILE,0.0,347092.28,credit_card,Assets:Current Assets:Banks Local:BPI Savings (GB),0.6981805225544472
2025-08-04,Online Bills Payment to MERALCO (10-DIGIT ACCOUNT NUMBER),34572.55,0.0,credit_card,Expenses:Utilities:Electric,0.7550025340097054
2025-08-04,Online Bills Payment to PLDT,2699.0,0.0,credit_card,Expenses:Travel:Internet,0.8012169582785865
2025-08-04,Online Bills Payment to PLDT,691.75,0.0,credit_card,Expenses:Travel:Internet,0.8012169582785865
2025-08-04,"SWADILO PTY LTD, FRANKLIN, AU (AUD 106.50)",4162.58,0.0,credit_card,Expenses:Clothes,0.2536634730567509
2025-08-04,"UBER *TRIP HELP.UBER.COM, Sydney, AU (AUD 14.32)",559.7,0.0,credit_card,Expenses:Travel:Taxi/Car Rental,0.4632945053104364
2025-08-04,"UBER *TRIP HELP.UBER.COM, Sydney, AU (AUD 11.34)",443.22,0.0,credit_card,Expenses:Travel:Taxi/Car Rental,0.5237227795304884
2025-08-04,"UBER *TRIP HELP.UBER.COM, Sydney, AU (AUD 9.44)",368.96,0.0,credit_card,Expenses:Travel:Taxi/Car Rental,0.4662693880206072
2025-08-04,"SQ *SENI'S ETHIOPIAN CUIS, Yarralumla, AU (AUD 18.00)",699.03,0.0,credit_card,Expenses:Food:Dining,0.2604035531212003
2025-08-04,"DAN MURPHY'S/1 AIRPORT DR, HAMILTON, AU (AUD 39.99)",1553.01,0.0,credit_card,Expenses:Food:Alcohol,0.5121060160784773
2025-08-04,Online Bills Payment to PLDT,691.75,0.0,credit_card,Expenses:Travel:Internet,0.8012169582785865
2025-08-04,"UBER *TRIP, SYDNEY, AU (AUD 24.33)",944.85,0.0,credit_card,Expenses:Travel:Taxi/Car Rental,0.4412072470914905
2025-08-04,"Jetstar Airways, Barangaroo, AU (AUD 2.00)",77.68,0.0,credit_card,Expenses:Travel:Fare,0.3376780634576428
2025-08-04,"East Hotel - Agostinis, Griffith, AU (AUD 63.02)",2447.37,0.0,credit_card,Expenses:Food:Dining,0.2482441918594521
2025-08-04,"UBER *TRIP HELP.UBER.COM, Sydney, AU (AUD 9.44)",366.6,0.0,credit_card,Expenses:Travel:Taxi/Car Rental,0.4662693880206072
2025-08-04,"LS Australia Pty Ltd, Brisbane, AU (AUD 46.50)",1805.82,0.0,credit_card,Expenses:Clothes,0.2780954543800901
2025-08-04,"UBER *TRIP HELP.UBER.COM, Sydney, AU (AUD 9.44)",366.6,0.0,credit_card,Expenses:Travel:Taxi/Car Rental,0.4662693880206072
2025-08-04,"HOTEL KURRAJONG CANBERRA, BARTON, AU (AUD 31.37)",1226.1,0.0,credit_card,Expenses:Food:Dining,0.2462904754325696
2025-08-04,"HOTEL KURRAJONG CANBERRA, BARTON, AU (AUD 16.19)",632.79,0.0,credit_card,Expenses:Food:Dining,0.2687067478300443
2025-08-04,"HOTEL KURRAJONG CANBERRA, BARTON, AU (AUD 18.22)",712.13,0.0,credit_card,Expenses:Travel:Others,0.3606076776852415
2025-08-04,"HOTEL KURRAJONG CANBERRA, BARTON, AU (AUD 18.22)",712.13,0.0,credit_card,Expenses:Travel:Others,0.3606076776852415
2025-08-04,"HOTEL KURRAJONG CANBERRA, BARTON, AU (AUD 30.36)",1186.62,0.0,credit_card,Expenses:Travel:Hotel,0.2704318614236174
2025-08-04,"EYEWEAR PERFECTION DISCRE, GREENSLOPES, AU (AUD 110.75)",4300.96,0.0,credit_card,Expenses:Travel:Fare,0.1958334341372383
2025-08-04,"UBER* TRIP, WWW.UBER.COM/, AU (AUD 13.34)",518.06,0.0,credit_card,Expenses:Travel:Taxi/Car Rental,0.4594449539752741
2025-08-03,"2XU BRISBANE AIRPORT, BRISBANE AIRP, AU (AUD -16.99)",0.0,629.45,credit_card,Expenses:Clothes,1.0
2025-08-02,"UBER *TRIP HELP.UBER.COM, Sydney, AU (AUD 9.44)",368.99,0.0,credit_card,Expenses:Travel:Taxi/Car Rental,0.4662693880206072
2025-08-02,"East Hotel - Joes Bar, Kingston, AU (AUD 65.56)",2562.61,0.0,credit_card,Expenses:Entertainment:Drinks,0.3945147057563606
2025-08-02,"UBER *TRIP HELP.UBER.COM, Sydney, AU (AUD 10.43)",407.69,0.0,credit_card,Expenses:Travel:Taxi/Car Rental,0.4537913767968564
2025-08-02,"UBER *TRIP HELP.UBER.COM, Sydney, AU (AUD 11.45)",447.56,0.0,credit_card,Expenses:Travel:Taxi/Car Rental,0.5263944625606516
2025-08-02,"NATIONAL SCIENCE CTR, PARKES, AU (AUD 63.50)",2481.91,0.0,credit_card,Expenses:Childcare:School Supplies,0.3891309992371279
2025-08-02,"LAZADA PH, MAKATI, PH",2148.32,0.0,credit_card,Expenses:Household Supplies,0.8570305376270201
2025-08-02,"COLES 0859, MANUKA, AU (AUD 71.18)",2782.09,0.0,credit_card,Expenses:Food:Groceries,0.4789251996428342
2025-08-02,"PADDLE.NET* CRASHPLAN, London, GB (USD 22.38)",1350.1,0.0,credit_card,Expenses:Professional Development & Productivity,0.5713307506272268
2025-08-01,"THE PHARMACY ON FRANKL, MANUKA, AU (AUD 94.80)",3705.54,0.0,credit_card,Expenses:Health:Medicines,0.6088647691922394
2025-08-01,"VPN* FGF97KJJ9T, GOTHENBURG, S, SE (USD 5.70)",343.86,0.0,credit_card,Assets:Current Assets:Cash Local:RISE,0.1628723553421073
2025-08-01,"SM.NORD* VPNCOM, LONDON, GB",729.89,0.0,credit_card,Expenses:Electronics & Software,0.6560185186566913
2025-08-01,"REPLICATE, REPLICATE.COM, US (USD 10.00)",598.5,0.0,credit_card,Assets:Current Assets:Cash Local:RISE,0.2843871082622505
2025-07-31,"EAST HOTEL, GRIFFITH, AU (AUD 1,329.65)",51662.83,0.0,credit_card,Expenses:Travel:Others,0.2149286265213235
2025-07-31,"Public Manuka, Griffith, AU (AUD 66.99)",2618.51,0.0,credit_card,Expenses:Travel:Fare,0.3176919015581322
2025-07-31,"ZLR*CGOCONV, Canberra Airp, AU (AUD 12.98)",504.33,0.0,credit_card,Expenses:Clothes,0.3074510249735299
2025-07-30,"PINEAPPLE HOTEL, KANGAROO POIN, AU (AUD 30.38)",1187.38,0.0,credit_card,Expenses:Food:Dining,0.3175111874312227
2025-07-30,"PINEAPPLE HOTEL, KANGAROO POIN, AU (AUD 9.92)",387.72,0.0,credit_card,Expenses:Food:Dining,0.3755420401989351
2025-07-30,"TASTE BAR DFO, PINKENBA, AU (AUD 4.58)",178.72,0.0,credit_card,Expenses:Entertainment:Drinks,0.3222289676541748
2025-07-30,"Magical Rice, Brisbane Airp, AU (AUD 17.20)",671.17,0.0,credit_card,Expenses:Clothes,0.5139843821922124
2025-07-30,"NEWS TRAVELS, EAGLE FARM, AU (AUD 4.55)",177.55,0.0,credit_card,Expenses:Education:Newspaper & Magazines,0.291799181932646
2025-07-30,"2XU BRISBANE AIRPORT, BRISBANE AIRP, AU (AUD 33.98)",1325.96,0.0,credit_card,Expenses:Gifts,0.4805189588526247
2025-07-30,"GRAB, MAKATI, PH",289.0,0.0,credit_card,Expenses:Transportation:Public,0.5163075630414621
2025-07-30,"SKECHERS BRISBANE, BRISBANE AIRP, AU (AUD 22.99)",897.11,0.0,credit_card,Expenses:Clothes,0.5171177522622054
2025-07-30,"DEVANTIERS PHARMACY, GREENSLOPES, AU (AUD 5.78)",224.58,0.0,credit_card,Expenses:Health:Medicines,0.7543664144101321
2025-07-30,"HOKA DFO BRISBANE, BRISBANE AIRP, AU (AUD 289.99)",11315.88,0.0,credit_card,Expenses:Clothes,0.5567902791933897
2025-07-30,"SKECHERS BRISBANE, BRISBANE AIRP, AU (AUD 47.99)",1872.64,0.0,credit_card,Expenses:Gifts,0.3016583514934566
2025-07-29,"BCC ON STREET PARKING, BRISBANE CITY, AU (AUD 9.07)",354.49,0.0,credit_card,Expenses:Transportation:Parking,0.6914897624001339
2025-07-29,"CHEMIST WAREHOUSE, MOUNT GRAVATT, AU (AUD 83.93)",3280.36,0.0,credit_card,Expenses:Health:Medicines,0.5765973139524961
2025-07-29,"THE BANHMI HOUSE, BRISBANE AIRP, AU (AUD 20.73)",808.91,0.0,credit_card,Expenses:Clothes,0.4642322700372339
2025-07-29,"AIRALO, SINGAPORE, SG (USD 11.00)",651.45,0.0,credit_card,Expenses:Travel:Internet,0.7406535839144445
2025-07-29,"WOOLWORTHS/VILLAGE CENTRE, HAMILTON, AU (AUD 169.65)",6620.02,0.0,credit_card,Expenses:Food:Groceries,0.533475115603892
2025-07-28,"TRANSLINK SMARTTICKET, QLD, AU (AUD 3.00)",116.76,0.0,credit_card,Expenses:Travel:Fare,0.1641883666794033
2025-07-28,"LS Brown dog cafe, Woolloongabba, AU (AUD 20.19)",789.11,0.0,credit_card,Expenses:Food:Dining,0.5120839896606093
2025-07-28,"LS Brown dog cafe, Woolloongabba, AU (AUD 49.67)",1941.32,0.0,credit_card,Expenses:Food:Dining,0.5131544952495184
2025-07-28,"Adobe, Saggart, Dubl, IE",1261.12,0.0,credit_card,Expenses:Professional Development & Productivity,0.8014955756217029
2025-07-28,"BWS/CARINDALE SHOPPING CE, CARINDALE, AU (AUD 36.00)",1407.04,0.0,credit_card,Expenses:Clothes,0.3241744898829864
2025-07-28,"BEST AND LESS, CARINDALE, AU (AUD 53.00)",2071.47,0.0,credit_card,Expenses:Clothes,0.2411393553312143
2025-07-28,"TRANSLINK SMARTTICKET, QLD, AU (AUD 2.50)",97.71,0.0,credit_card,Expenses:Gifts,0.2028591692286651
2025-07-28,"MYER CARINDALE, CARINA, AU (AUD 46.60)",1821.34,0.0,credit_card,Expenses:Clothes,0.5388866024828345
2025-07-28,"PAO BREW CAFE, MAKATI, PH",434.0,0.0,credit_card,Expenses:Food:Dining,0.6469877908772788
2025-07-28,"DEVANTIERS PHARMACY, GREENSLOPES, AU (AUD 118.47)",4630.33,0.0,credit_card,Expenses:Health:Medicines,0.7543279773234518
2025-07-28,"CR CARINDALE, CARINDALE, AU (AUD 19.90)",777.78,0.0,credit_card,Expenses:Clothes,0.3708952589750012
2025-07-28,"IMG INSURANCE, 866-347-6673, US (USD 68.32)",4041.54,0.0,credit_card,Expenses:Insurance:Travel Insurance,0.4600784328929194
2025-07-28,"HARRIS SCARFE CARNDL, CARINDALE, AU (AUD 24.95)",975.15,0.0,credit_card,Expenses:Clothes,0.3732868755999978
2025-07-28,"ZORBA HAIR FASHIONS, CARINDALE, AU (AUD 18.98)",741.82,0.0,credit_card,Expenses:Personal Care,0.3843637708502711
2025-07-28,"STONEARTISAN/UNIT 5 500 L, GREENSLOPES, AU (AUD 49.74)",1944.06,0.0,credit_card,Expenses:Food:Groceries,0.1804359150686667
2025-07-28,"COLES 4507, GREENSLOPES, AU (AUD 6.50)",254.05,0.0,credit_card,Expenses:Food:Groceries,0.6144456324075648
2025-07-26,"MUZZA PIES & CAFE, COORPAROO, AU (AUD 8.50)",330.81,0.0,credit_card,Expenses:Food:Dining,0.516995175316576
2025-07-26,"COLES 4507, GREENSLOPES, AU (AUD 123.20)",4815.2,0.0,credit_card,Expenses:Food:Groceries,0.6148328381717414
2025-07-25,"LS Sings Asian Kitche, Coorparoo, AU (AUD 66.00)",2551.71,0.0,credit_card,Expenses:Food:Dining,0.1893763550047979
2025-07-25,"Thai Street Kitchen, Brisbane, AU (AUD 7.11)",276.72,0.0,credit_card,Expenses:Food:Dining,0.4825347997981774
2025-07-25,"TARGET 5184, BRISBANE, AU (AUD 15.00)",583.8,0.0,credit_card,Expenses:Clothes,0.5113048031801407
2025-07-24,"ROCK N ROLL FRUIT - INSTO, GREENSLOPES, AU (AUD 27.38)",1063.44,0.0,credit_card,Expenses:Food:Groceries,0.5056929179203772
2025-07-24,"SQ *SIRROMET WINES PTY LT, South Brisban, AU (AUD 12.00)",463.95,0.0,credit_card,Expenses:Travel:Others,0.2967868869316056
2025-07-24,"SQ *SIRROMET WINES PTY LT, Mount Martha, AU (AUD 10.00)",386.62,0.0,credit_card,Expenses:Clothes,0.3443910624139445
2025-07-24,"SQ *SIRROMET WINES PTY LT, Brisbane City, AU (AUD 17.00)",657.26,0.0,credit_card,Expenses:Clothes,0.3435329466886765
2025-07-24,"COLES 4507, GREENSLOPES, AU (AUD 103.96)",4037.83,0.0,credit_card,Expenses:Food:Groceries,0.6162894680846371
2025-07-23,BPI BILLS PAYMENT -EONLINE & EMOBILE,0.0,302073.23,credit_card,Assets:Current Assets:Banks Local:BPI Savings (GB),0.6981805225544472
2025-07-23,"GRILLD PTY LTD - CAMP, CAMP HILL, AU (AUD 8.80)",340.15,0.0,credit_card,Expenses:Clothes,0.3935915442108648
2025-07-23,"GRILLD PTY LTD - CAMP, CAMP HILL, AU (AUD 26.40)",1020.46,0.0,credit_card,Expenses:Clothes,0.3955028592671017
2025-07-23,"DEVANTIERS PHARMACY, GREENSLOPES, AU (AUD 77.67)",2998.45,0.0,credit_card,Expenses:Health:Medicines,0.7543664144101321
2025-07-23,"DEVANTIERS PHARMACY, GREENSLOPES, AU (AUD 170.67)",6588.69,0.0,credit_card,Expenses:Health:Medicines,0.7543664144101321
2025-07-23,"VARIETY PLUS GREENSLOP, GREENSLOPES, AU (AUD 2.99)",115.43,0.0,credit_card,Expenses:Electronics & Software,0.4038061143387217
2025-07-22,"COLES 4507, GREENSLOPES, AU (AUD 195.76)",7557.29,0.0,credit_card,Expenses:Food:Groceries,0.6166405193151399
2025-07-21,Online Bills Payment to SMART/SUN,1000.0,0.0,credit_card,Expenses:Utilities:Mobile,0.84523414569854
2025-07-21,"GRAB, MAKATI, PH",27.0,0.0,credit_card,Expenses:Transportation:Public,0.5163075630414621
2025-07-21,"GRAB, MAKATI, PH",178.0,0.0,credit_card,Expenses:Transportation:Public,0.5163075630414621
2025-07-21,"GRAB, MAKATI, PH",93.0,0.0,credit_card,Expenses:Transportation:Public,0.5163075630414621
2025-07-21,"GRAB, MAKATI, PH",112.0,0.0,credit_card,Expenses:Transportation:Public,0.5163075630414621
2025-07-21,"SP PERFECT POTION, BANYO, AU (AUD 44.95)",1737.48,0.0,credit_card,Expenses:Food:Dining,0.1569550984509717
2025-07-21,"WOOLWORTHS/CARINDALE S/C, CARINDALE, AU (AUD 44.19)",1708.1,0.0,credit_card,Expenses:Food:Groceries,0.552280118944852
2025-07-21,"Wellers Hill Bowls, Tarragindi, AU (AUD 21.32)",824.09,0.0,credit_card,Expenses:Food:Dining,0.3788353452276944
2025-07-21,"QPAC, SOUTH BRISBAN, AU (AUD 10.00)",386.53,0.0,credit_card,Expenses:Travel:Others,0.3849854778348174
2025-07-21,"QPAC, SOUTH BRISBAN, AU (AUD 88.00)",3401.52,0.0,credit_card,Expenses:Travel:Others,0.3510509984722473
2025-07-21,"Maxima Carindale, Brisbane, AU (AUD 52.00)",2009.99,0.0,credit_card,Expenses:Clothes,0.2640805622582526
2025-07-21,"GRAB, MAKATI, PH",57.0,0.0,credit_card,Expenses:Transportation:Public,0.5163075630414621
2025-07-21,"GRAB, MAKATI, PH",138.0,0.0,credit_card,Expenses:Transportation:Public,0.5163075630414621
2025-07-21,"GRAB, MAKATI, PH",94.0,0.0,credit_card,Expenses:Transportation:Public,0.5163075630414621
2025-07-21,"PYMY Modern Monks Inc, MAKATI, PH",200.0,0.0,credit_card,Expenses:Food:Dining,0.4652456969321545
2025-07-21,"GRAB, MAKATI, PH",185.0,0.0,credit_card,Expenses:Transportation:Public,0.5163075630414621
2025-07-21,"HARRIS SCARFE CARNDL, CARINDALE, AU (AUD 82.91)",3204.77,0.0,credit_card,Expenses:Clothes,0.1893695904038498
2025-07-21,"VFS GLOBAL, MAKATI, PH",2965.0,0.0,credit_card,Expenses:Food:Dining,0.3901363022444846
2025-07-19,"SLK FOOD, GREENSLOPES, AU (AUD 26.50)",1027.33,0.0,credit_card,Expenses:Food:Dining,0.5948145026489446
2025-07-19,"AUST HLTH MGMT GRP P/L, WOLLONGONG, AU (AUD 312.40)",12110.82,0.0,credit_card,Expenses:Health:Alternative,0.4614454475889419
2025-07-19,"ALLIED MOVNG SERVICES, DANDENONG, AU (AUD 371.86)",14415.91,0.0,credit_card,Expenses:Travel:Others,0.1854311548309349
2025-07-19,"JETSTAR AI YT49NX, WWW.JETSTAR.C, AU (AUD 315.59)",12234.49,0.0,credit_card,Expenses:Travel:Others,0.2346381436833459
2025-07-19,"VIRGIN AUSTRALIA, BRISBANE, AU (AUD 246.42)",9552.98,0.0,credit_card,Expenses:Travel:Others,0.437130314287036
2025-07-18,"CLAUDE.AI SUBSCRIPTION, ANTHROPIC.COM, US (USD 20.00)",1179.73,0.0,credit_card,Expenses:Professional Development & Productivity,0.5903099486309163
2025-07-18,"Adobe, Saggart, Dubl, IE",441.28,0.0,credit_card,Expenses:Professional Development & Productivity,0.8014955756217029
2025-07-18,"COLES 4507, GREENSLOPES, AU (AUD 214.89)",8330.65,0.0,credit_card,Expenses:Food:Groceries,0.6096212918538927
2025-07-17,"Camp Hill Medical, Camp Hill, AU (AUD 265.50)",10267.3,0.0,credit_card,Expenses:Food:Dining,0.3270138775454429
2025-07-17,"EYEWEAR PERFECTION DISCRE, GREENSLOPES, AU (AUD 180.00)",6960.88,0.0,credit_card,Expenses:Childcare:Extracurricular Activities,0.1605969009541087
2025-07-17,"EYEWEAR PERFECTION DISCRE, GREENSLOPES, AU (AUD 58.00)",2242.95,0.0,credit_card,Expenses:Travel:Fare,0.1587948545590669
2025-07-16,"BEST AND LESS, CARINDALE, AU (AUD 82.95)",3207.68,0.0,credit_card,Expenses:Clothes,0.3427085099847149
2025-07-16,"BEST AND LESS, CARINDALE, AU (AUD 99.00)",3828.33,0.0,credit_card,Expenses:Clothes,0.3151366022772999
2025-07-16,"BEST AND LESS, CARINDALE, AU (AUD 99.00)",3828.33,0.0,credit_card,Expenses:Clothes,0.3151366022772999
2025-07-16,"Bonds, Carindale, AU (AUD 62.36)",2411.46,0.0,credit_card,Expenses:Clothes,0.483346294629001
2025-07-16,"GRAB, MAKATI, PH",209.0,0.0,credit_card,Expenses:Transportation:Public,0.5163075630414621
2025-07-16,"QANTAS AIR 0812373066829, MANILA, PH",45466.0,0.0,credit_card,Expenses:Travel:Fare,0.8619382279381144
2025-07-15,"BANH MI HOUSE QLD PTY, BRISBANE AIRP, AU (AUD 7.57)",292.15,0.0,credit_card,Expenses:Clothes,0.4346849514153174
2025-07-15,"HOME AFFAIRS - ONLINE, SOUTHPORT, AU (AUD 202.80)",7826.61,0.0,credit_card,Expenses:Travel:Others,0.3270693901512871
2025-07-15,"DEVANTIERS PHARMACY, GREENSLOPES, AU (AUD 39.49)",1524.02,0.0,credit_card,Expenses:Health:Medicines,0.7543257505842501
2025-07-15,"ASICS Brisbane Airport, Brisb_Airport, AU (AUD 72.00)",2778.67,0.0,credit_card,Expenses:Gifts,0.2584045314923683
2025-07-15,"LS Australia Pty Ltd, Brisbane, AU (AUD 52.28)",2017.63,0.0,credit_card,Expenses:Clothes,0.3253906395464335
2025-07-15,"AMAZON MARKETPLACE AU, SYDNEY SOUTH, AU (AUD 52.87)",2040.69,0.0,credit_card,Expenses:Clothes,0.4564385773811419
2025-07-15,"TARGET 5233, CARINDALE, AU (AUD 135.30)",5232.06,0.0,credit_card,Expenses:Clothes,0.6594858605892484
2025-07-14,"AMAZON AU, SYDNEY SOUTH, AU (AUD 241.19)",9308.18,0.0,credit_card,Expenses:Clothes,0.2558353705620969
2025-07-14,"WOOLWORTHS/VILLAGE CENTRE, HAMILTON, AU (AUD 4.20)",162.09,0.0,credit_card,Expenses:Food:Groceries,0.5419950448105755
2025-07-14,"AMAZON AU, SYDNEY SOUTH, AU (AUD 10.38)",400.59,0.0,credit_card,Expenses:Travel:Others,0.3058015944699189
2025-07-14,"WOOLWORTHS/VILLAGE CENTRE, HAMILTON, AU (AUD 99.00)",3820.68,0.0,credit_card,Expenses:Food:Groceries,0.5296367298980457
2025-07-14,"PAYPAL *MARJORIELOP MAR, 4029357733, SG",15000.0,0.0,credit_card,Expenses:Miscellaneous:Unaccounted,0.2785723112861943
2025-07-14,"LOTTE TR BRISBANE AI, EAGLE FARM, AU (AUD 120.07)",4633.83,0.0,credit_card,Expenses:Gifts,0.5424580554345363
2025-07-14,"AMAZON MKTPL*NR68Q31G0, Amzn.com/bill, US (USD 159.79)",9346.38,0.0,credit_card,Expenses:Household Supplies,0.6317988067290351
2025-07-14,"UNIQLO ECOM, PASAY CITY, PH",3660.0,0.0,credit_card,Expenses:Clothes,0.6808880954172264
2025-07-14,"SECRET RECIPE ONE AYAL, MAKATI, PH",784.29,0.0,credit_card,Expenses:Food:Dining,0.4333113558692043
2025-07-14,"AMAZON MARKETPLACE AU, SYDNEY SOUTH, AU (AUD 48.93)",1888.61,0.0,credit_card,Expenses:Clothes,0.4564768236948728
2025-07-14,"Camp Hill Medical, Camp Hill, AU (AUD 98.50)",3801.39,0.0,credit_card,Expenses:Food:Dining,0.3260095629819547
2025-07-14,"AMAZON AU, SYDNEY SOUTH, AU (AUD 12.37)",477.4,0.0,credit_card,Expenses:Clothes,0.3981372372995954
2025-07-12,Online Bills Payment to MANILA WATER COMPANY INC,3365.79,0.0,credit_card,Expenses:Utilities:Water,0.8772765977684097
2025-07-12,"LAZADA PH, MAKATI, PH",10099.07,0.0,credit_card,Expenses:Household Supplies,0.8570305376270201
2025-07-12,"LAZADA PH, MAKATI, PH",1800.0,0.0,credit_card,Expenses:Household Supplies,0.8570305376270201
2025-07-11,"ECLPI RENT A CAR CO, PASAY, PH",1010.0,0.0,credit_card,Expenses:Travel:Taxi/Car Rental,0.6702572066436877
2025-07-11,"STARBUCKS 575 AYALA T, MAKATI, PH",340.0,0.0,credit_card,Expenses:Food:Dining,0.5529785318612773
2025-07-11,"INTERCARE CHIROPRACTIC MA, MAKATI CITY, PH",11000.0,0.0,credit_card,Expenses:Health:Alternative,0.8305398104060427
2025-07-10,"GRAB, MAKATI, PH",854.0,0.0,credit_card,Expenses:Transportation:Public,0.5163075630414621
2025-07-09,"HILTON MANILA PORT BAR, PASAY, PH",347092.28,0.0,credit_card,Assets:Current Assets:Cash Local:RISE,0.2393851462695369
